node_id,event_year,n_projects,treatment_group,treatment_label,project_ids,traffic_pre,traffic_at,traffic_post,traffic_post2,delta_pre_to_event,delta_pre_to_post,delta_pre_to_post2,rel_delta_pre_to_post
17_0603,2002,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0603_20020508_4_1,874884.0,801191.5,784858.4,866511.0,-73692.5,-90025.59999999998,-8373.0,-0.10290004160551568
17_0603,2003,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),17_0603_20030601_5_1,801191.5,784858.4,866511.0,1055101.5,-16333.099999999977,65319.5,253910.0,0.08152794931049569
17_0603,2005,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),17_0603_20050601_6_1,866511.0,1055101.5,1135637.2857142857,1135570.0,188590.5,269126.2857142857,269059.0,0.31058611571496
17_0603,2006,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0603_20060126_7_1,1055101.5,1135637.2857142857,1135570.0,1015644.375,80535.78571428568,80468.5,-39457.125,0.07626612226406654
17_0603,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0603_20080601_8_1,1135570.0,1015644.375,1004381.0,462094.0,-119925.625,-131189.0,-673476.0,-0.11552700405963524
17_0604,1987,1,unknown,Missing / not recorded,17_0604_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0604,1990,2,crack_sealing,"AC Shoulder Restoration, Asphalt Concrete Overlay, Transverse Joint Sealing, Saw and Seal | Full Depth Transverse Joint Repair Patch",17_0604_19900405_2_1 | 17_0604_19900611_3_1,520090.0,474402.0,584484.0,693939.0,-45688.0,64394.0,173849.0,0.12381318617931512
17_0604,1997,1,crack_sealing,Crack Sealing,17_0604_19971014_4_1,823019.0,749520.25,871621.0,895922.0,-73498.75,48602.0,72903.0,0.05905331468653822
17_0604,2002,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0604_20020508_5_1,874884.0,816458.0,855655.0,866511.0,-58426.0,-19229.0,-8373.0,-0.02197891377599773
17_0604,2006,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0604_20060126_6_1,1133238.0,1133767.0,1135570.0,1007699.8571428572,529.0,2332.0,-125538.14285714284,0.0020578201578132747
17_0604,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0604_20080601_7_1,1135570.0,1007699.8571428572,1004381.0,462094.0,-127870.14285714284,-131189.0,-673476.0,-0.11552700405963524
17_0605,1987,1,unknown,Missing / not recorded,17_0605_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0605,1990,3,crack_sealing,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Transverse Joint Sealing | Full Depth Transverse Joint Repair Patch | Pressure Grout Subsealing, Longitudinal Subdrains",17_0605_19900327_2_1 | 17_0605_19900424_3_1 | 17_0605_19900517_4_1,520090.0,476943.5,584484.0,693939.0,-43146.5,64394.0,173849.0,0.12381318617931512
17_0605,1998,1,patching,"Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",17_0605_19980908_5_1,932112.0,871621.0,693945.1428571428,868412.0,-60491.0,-238166.85714285716,-63700.0,-0.2555131326952739
17_0605,1999,2,patching,"Full Depth Transverse Joint Repair Patch | Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",17_0605_19990927_6_1 | 17_0605_19991104_7_1,871621.0,693945.1428571428,868412.0,382911.25,-177675.85714285716,-3209.0,-488709.75,-0.0036816460365227547
17_0605,2001,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Full Depth Transverse Joint Repair Patch",17_0605_20010601_8_1,868412.0,382911.25,877524.0,855655.0,-485500.75,9112.0,-12757.0,0.010492715439215488
17_0605,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0605_20080601_9_1,1135570.0,848809.5,1004381.0,462094.0,-286760.5,-131189.0,-673476.0,-0.11552700405963524
17_0606,1987,1,unknown,Missing / not recorded,17_0606_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0606,1990,3,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Full Depth Transverse Joint Repair Patch | Pressure Grout Subsealing, Longitudinal Subdrains",17_0606_19900405_2_1 | 17_0606_19900424_3_1 | 17_0606_19900611_4_1,520090.0,462542.0,584484.0,659431.6,-57548.0,64394.0,139341.59999999998,0.12381318617931512
17_0606,1992,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_0606_19920401_5_1,584484.0,659431.6,643837.0,716996.0,74947.59999999998,59353.0,132512.0,0.10154768992821019
17_0606,1995,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_0606_19950801_6_1,716996.0,693747.0,823019.0,827773.8571428572,-23249.0,106023.0,110777.85714285716,0.14787111783050394
17_0606,1997,1,crack_sealing,Crack Sealing,17_0606_19971014_7_1,823019.0,827773.8571428572,871621.0,895922.0,4754.8571428571595,48602.0,72903.0,0.05905331468653822
17_0606,2001,1,patching,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_0606_20010712_8_1,868412.0,817357.375,843598.4444444445,855655.0,-51054.625,-24813.555555555504,-12757.0,-0.028573483042099262
17_0606,2002,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0606_20020508_9_1,817357.375,843598.4444444445,855655.0,866511.0,26241.069444444496,38297.625,49153.625,0.046855422329797905
17_0606,2006,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0606_20060126_10_1,1133238.0,1139003.8,1135570.0,1030811.1818181818,5765.800000000047,2332.0,-102426.81818181823,0.0020578201578132747
17_0606,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0606_20080601_11_1,1135570.0,1030811.1818181818,1004381.0,462094.0,-104758.81818181823,-131189.0,-673476.0,-0.11552700405963524
17_0607,1987,1,unknown,Missing / not recorded,17_0607_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0607,1990,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Fracture Treatment of PCC Pavement as Base for New AC Surface | Longitudinal Subdrains",17_0607_19900501_2_1 | 17_0607_19900605_3_1,520090.0,463107.0,584484.0,693939.0,-56983.0,64394.0,173849.0,0.12381318617931512
17_0607,1994,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_0607_19940501_4_1,643837.0,658065.0,768102.0,823019.0,14228.0,124265.0,179182.0,0.19300692566596825
17_0607,1997,1,crack_sealing,Crack Sealing,17_0607_19971014_5_1,823019.0,786038.6,871621.0,895922.0,-36980.40000000002,48602.0,72903.0,0.05905331468653822
17_0607,2004,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0607_20040822_6_1,855655.0,774177.8333333334,1098198.4285714286,1035140.6666666666,-81477.16666666663,242543.42857142864,179485.66666666663,0.2834593715591315
17_0607,2005,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0607_20050321_7_1,774177.8333333334,1098198.4285714286,1035140.6666666666,1135570.0,324020.59523809527,260962.83333333326,361392.1666666666,0.33708383538924186
17_0607,2006,2,crack_sealing,"Crack Sealing, Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate) | Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_0607_20060126_8_1 | 17_0607_20061023_9_1,1098198.4285714286,1035140.6666666666,1135570.0,1053694.5,-63057.76190476201,37371.57142857136,-44503.92857142864,0.03402988973239152
17_0607,2008,1,patching,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_0607_20080301_10_1,1135570.0,1053694.5,1004381.0,462094.0,-81875.5,-131189.0,-673476.0,-0.11552700405963524
17_0608,1987,1,unknown,Missing / not recorded,17_0608_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0608,1990,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Fracture Treatment of PCC Pavement as Base for New AC Surface | Longitudinal Subdrains",17_0608_19900501_2_1 | 17_0608_19900605_3_1,520090.0,463107.0,584484.0,693939.0,-56983.0,64394.0,173849.0,0.12381318617931512
17_0608,1997,1,crack_sealing,Crack Sealing,17_0608_19971014_4_1,823019.0,749520.25,871621.0,895922.0,-73498.75,48602.0,72903.0,0.05905331468653822
17_0608,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0608_20080601_5_1,1135570.0,982277.4,1004381.0,462094.0,-153292.59999999998,-131189.0,-673476.0,-0.11552700405963524
17_0659,1987,1,unknown,Missing / not recorded,17_0659_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0659,1990,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Pressure Grout Subsealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch",17_0659_19900406_2_1 | 17_0659_19900601_3_1,520090.0,479485.0,584484.0,693939.0,-40605.0,64394.0,173849.0,0.12381318617931512
17_0659,1997,1,crack_sealing,Lane-Shoulder Longitudinal Joint Sealing,17_0659_19971014_4_1,823019.0,749520.25,764160.8,895922.0,-73498.75,-58858.19999999995,72903.0,-0.07151499540107817
17_0659,1998,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_0659_19980814_5_1,749520.25,764160.8,895922.0,868412.0,14640.550000000047,146401.75,118891.75,0.19532727768195723
17_0659,2001,1,patching,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_0659_20010712_6_1,868412.0,798181.8333333334,833561.8571428572,855655.0,-70230.16666666663,-34850.14285714284,-12757.0,-0.04013088586655049
17_0659,2002,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0659_20020509_7_1,798181.8333333334,833561.8571428572,855655.0,866511.0,35380.02380952379,57473.16666666663,68329.16666666663,0.07200510493536243
17_0659,2005,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0659_20050321_8_1,866511.0,1102578.375,1138131.0,1135570.0,236067.375,271620.0,269059.0,0.31346399526376467
17_0659,2006,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0659_20060126_9_1,1102578.375,1138131.0,1135570.0,1026766.7,35552.625,32991.625,-75811.67500000005,0.02992224929134856
17_0659,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0659_20080601_10_1,1135570.0,1026766.7,1004381.0,462094.0,-108803.30000000005,-131189.0,-673476.0,-0.11552700405963524
17_0660,1987,1,unknown,Missing / not recorded,17_0660_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0660,1990,2,crack_sealing,"Crack Sealing, AC Shoulder Restoration, Pressure Grout Subsealing, Transverse Joint Sealing, Longitudinal Subdrains, Partial depth patching of PCC pavements at joints | Full Depth Transverse Joint Repair Patch",17_0660_19900328_2_1 | 17_0660_19900424_3_1,520090.0,506029.0,584484.0,693939.0,-14061.0,64394.0,173849.0,0.12381318617931512
17_0660,1997,1,crack_sealing,Crack Sealing,17_0660_19971014_4_1,823019.0,749520.25,871621.0,763865.6,-73498.75,48602.0,-59153.40000000002,0.05905331468653822
17_0660,1999,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,17_0660_19990927_5_1,871621.0,763865.6,868412.0,389103.3333333333,-107755.40000000002,-3209.0,-482517.6666666667,-0.0036816460365227547
17_0660,2001,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Full Depth Transverse Joint Repair Patch",17_0660_20010601_6_1,868412.0,389103.3333333333,877524.0,855655.0,-479308.6666666667,9112.0,-12757.0,0.010492715439215488
17_0660,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0660_20080601_7_1,1135570.0,848809.5,1004381.0,462094.0,-286760.5,-131189.0,-673476.0,-0.11552700405963524
17_0661,1987,1,unknown,Missing / not recorded,17_0661_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0661,1990,2,crack_sealing,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Pressure Grout Subsealing, Transverse Joint Sealing, Longitudinal Subdrains, Partial depth patching of PCC pavements at joints | Full Depth Transverse Joint Repair Patch",17_0661_19900404_2_1 | 17_0661_19900424_3_1,520090.0,502075.6666666667,584484.0,693939.0,-18014.333333333314,64394.0,173849.0,0.12381318617931512
17_0661,1999,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,17_0661_19990927_4_1,871621.0,730851.5,868412.0,394057.0,-140769.5,-3209.0,-477564.0,-0.0036816460365227547
17_0661,2001,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Full Depth Transverse Joint Repair Patch",17_0661_20010601_5_1,868412.0,394057.0,877524.0,855655.0,-474355.0,9112.0,-12757.0,0.010492715439215488
17_0661,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0661_20080601_6_1,1135570.0,848809.5,1004381.0,462094.0,-286760.5,-131189.0,-673476.0,-0.11552700405963524
17_0662,1987,1,unknown,Missing / not recorded,17_0662_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0662,1990,3,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Full Depth Transverse Joint Repair Patch | Longitudinal Subdrains",17_0662_19900404_2_1 | 17_0662_19900501_3_1 | 17_0662_19900601_4_1,520090.0,464236.5,584484.0,693939.0,-55853.5,64394.0,173849.0,0.12381318617931512
17_0662,1997,1,crack_sealing,Crack Sealing,17_0662_19971014_5_1,823019.0,786038.6,772120.8333333334,895922.0,-36980.40000000002,-50898.16666666663,72903.0,-0.061843246227203295
17_0662,1998,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_0662_19980908_6_1,786038.6,772120.8333333334,895922.0,868412.0,-13917.766666666605,109883.40000000002,82373.40000000002,0.13979389816225313
17_0662,2001,1,patching,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_0662_20010712_7_1,868412.0,809139.2857142857,839357.75,855655.0,-59272.71428571432,-29054.25,-12757.0,-0.03345675785226367
17_0662,2002,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0662_20020508_8_1,809139.2857142857,839357.75,855655.0,866511.0,30218.46428571432,46515.71428571432,57371.71428571432,0.05748789498541223
17_0662,2006,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0662_20060126_9_1,1133238.0,1138131.0,1135570.0,1026766.7,4893.0,2332.0,-106471.30000000005,0.0020578201578132747
17_0662,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0662_20080601_10_1,1135570.0,1026766.7,1004381.0,462094.0,-108803.30000000005,-131189.0,-673476.0,-0.11552700405963524
17_0663,1987,1,unknown,Missing / not recorded,17_0663_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0663,1990,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Longitudinal Subdrains, Fracture Treatment of PCC Pavement as Base for New AC Surface",17_0663_19900501_2_1 | 17_0663_19900601_3_1,520090.0,465366.0,584484.0,693939.0,-54724.0,64394.0,173849.0,0.12381318617931512
17_0663,1997,1,crack_sealing,Crack Sealing,17_0663_19971014_4_1,823019.0,749520.25,871621.0,895922.0,-73498.75,48602.0,72903.0,0.05905331468653822
17_0663,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0663_20080601_5_1,1135570.0,982277.4,1004381.0,462094.0,-153292.59999999998,-131189.0,-673476.0,-0.11552700405963524
17_0664,1987,1,unknown,Missing / not recorded,17_0664_19870101_1_1,520090.0,520090.0,521515.0,520090.0,0.0,1425.0,0.0,0.0027399104001230557
17_0664,1990,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Longitudinal Subdrains, Fracture Treatment of PCC Pavement as Base for New AC Surface",17_0664_19900501_2_1 | 17_0664_19900601_3_1,520090.0,465366.0,584484.0,693939.0,-54724.0,64394.0,173849.0,0.12381318617931512
17_0664,1997,1,crack_sealing,Crack Sealing,17_0664_19971014_4_1,823019.0,749520.25,871621.0,895922.0,-73498.75,48602.0,72903.0,0.05905331468653822
17_0664,2008,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),17_0664_20080601_5_1,1135570.0,982277.4,1004381.0,462094.0,-153292.59999999998,-131189.0,-673476.0,-0.11552700405963524
17_1002,1987,1,unknown,Missing / not recorded,17_1002_19870101_1_1,4786.0,67820.0,70433.0,73489.0,63034.0,65647.0,68703.0,13.716464688675304
17_1002,1991,1,crack_sealing,Lane-Shoulder Longitudinal Joint Sealing,17_1002_19910601_2_1,75378.0,57470.0,82408.0,73191.0,-17908.0,7030.0,-2187.0,0.09326328637002838
17_1002,1996,1,crack_sealing,Lane-Shoulder Longitudinal Joint Sealing,17_1002_19960801_3_1,90178.0,98697.66666666667,129982.0,149178.0,8519.666666666672,39804.0,59000.0,0.44139368803921136
17_1003,1987,1,unknown,Missing / not recorded,17_1003_19870101_1_1,8962.0,57020.0,57176.0,57020.0,48058.0,48214.0,48058.0,5.379825931711672
17_4074,1987,1,unknown,Missing / not recorded,17_4074_19870101_1_1,6533.0,117205.0,121968.0,126292.0,110672.0,115435.0,119759.0,17.66952395530384
17_4082,1987,1,unknown,Missing / not recorded,17_4082_19870101_1_1,12251.0,46782.0,47742.0,49627.0,34531.0,35491.0,37376.0,2.896988000979512
17_4082,2004,1,patching,Partial depth patching of PCC pavements at joints,17_4082_20040701_2_1,94649.0,67640.0,122855.0,126672.0,-27009.0,28206.0,32023.0,0.29800631808048683
17_5020,1987,1,unknown,Missing / not recorded,17_5020_19870101_1_1,12251.0,46782.0,47742.0,49627.0,34531.0,35491.0,37376.0,2.896988000979512
17_5151,1987,1,unknown,Missing / not recorded,17_5151_19870101_1_1,711333.0,760749.0,792956.0,822614.0,49416.0,81623.0,111281.0,0.11474653924392654
17_5151,1990,2,asphalt_overlay,Asphalt Concrete Overlay | Full Depth Patching of PCC Pavement Other Than at Joint,17_5151_19900615_2_1 | 17_5151_19901002_3_1,822614.0,453698.0,846853.0,762934.0,-368916.0,24239.0,-59680.0,0.02946582479753566
17_5151,1997,1,patching,"Machine Premix Patch (placing premix with paver roller), Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_5151_19970401_4_1,991649.0,968084.0,1207374.0,1083967.3333333333,-23565.0,215725.0,92318.33333333326,0.21754169065869072
17_5151,1999,1,patching,"Manual Premix Spot Patch (hand spreading and compacting with roller), Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_5151_19990909_5_1,1207374.0,1083967.3333333333,1565963.0,995119.8,-123406.66666666674,358589.0,-212254.19999999995,0.2969991071532102
17_5151,2001,2,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC | Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_5151_20010416_6_1 | 17_5151_20011003_7_1,1565963.0,995119.8,1520434.0,1561707.0,-570843.2,-45529.0,-4256.0,-0.02907412244095167
17_5217,1987,1,unknown,Missing / not recorded,17_5217_19870101_1_1,500863.0,535892.0,570112.0,595162.0,35029.0,69249.0,94299.0,0.13825936433715408
17_5217,1992,1,asphalt_overlay,"Asphalt Concrete Overlay, Full Depth Patching of PCC Pavement Other Than at Joint",17_5217_19920603_2_1,586361.0,300461.5,631403.0,661571.0,-285899.5,45042.0,75210.0,0.0768161593284683
17_5217,2000,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_5217_20000905_3_1,686166.0,465281.5,545359.3333333334,279557.0,-220884.5,-140806.66666666663,-406609.0,-0.20520787486798622
17_5217,2001,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_5217_20010918_4_1,465281.5,545359.3333333334,279557.0,,80077.83333333337,-185724.5,,-0.3991658812998153
17_5423,1987,1,unknown,Missing / not recorded,17_5423_19870101_1_1,444897.0,472670.0,498753.0,526475.0,27773.0,53856.0,81578.0,0.12105273804948112
17_5423,1998,1,asphalt_overlay,Mill Off AC and Overlay with AC,17_5423_19980430_2_1,600070.0,291557.0,673058.0,719091.0,-308513.0,72988.0,119021.0,0.1216324762111087
17_5453,1987,1,unknown,Missing / not recorded,17_5453_19870101_1_1,1254521.0,1289442.0,1364859.0,1438999.0,34921.0,110338.0,184478.0,0.08795229414254524
17_5453,1996,1,asphalt_overlay,Mill Off AC and Overlay with AC,17_5453_19960718_2_1,1514195.0,810755.0,2173062.0,2230489.0,-703440.0,658867.0,716294.0,0.4351269156218321
17_5453,2006,1,crack_sealing,Crack Sealing,17_5453_20060801_3_1,2365887.0,1712110.0,2461336.0,2517146.0,-653777.0,95449.0,151259.0,0.04034385412321045
17_5843,1987,1,unknown,Missing / not recorded,17_5843_19870101_1_1,507125.0,630228.0,729770.0,734289.0,123103.0,222645.0,227164.0,0.43903376879467587
17_5843,1998,2,patching,Full Depth Patching of PCC Pavement Other Than at Joint | Partial Depth Patching of PCC Pavement Other Than at Joint,17_5843_19980715_2_1 | 17_5843_19981111_3_1,1051246.0,593840.0,903351.0,928896.25,-457406.0,-147895.0,-122349.75,-0.14068543423708627
17_5843,2000,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,17_5843_20001017_4_1,903351.0,928896.25,1063297.0,941322.0,25545.25,159946.0,37971.0,0.1770585298516302
17_5843,2001,1,patching,Full Depth Patching of PCC Pavement Other Than at Joint,17_5843_20010827_5_1,928896.25,1063297.0,941322.0,1283227.0,134400.75,12425.75,354330.75,0.013376897581403736
17_5843,2002,2,asphalt_overlay,Asphalt Concrete Overlay | Full Depth Patching of PCC Pavement Other Than at Joint,17_5843_20020416_6_1 | 17_5843_20021030_7_1,1063297.0,941322.0,1283227.0,1352187.0,-121975.0,219930.0,288890.0,0.20683778850123719
17_5849,1987,1,unknown,Missing / not recorded,17_5849_19870101_1_1,503436.0,494553.0,486012.0,494553.0,-8883.0,-17424.0,-8883.0,-0.03461015898743832
17_5849,1994,1,patching,Partial depth patching of PCC pavements at joints,17_5849_19940601_2_1,725432.0,497110.5,557199.0,435329.0,-228321.5,-168233.0,-290103.0,-0.23190733245845235
17_5849,1999,1,asphalt_overlay,Asphalt Concrete Overlay,17_5849_19990910_3_1,624898.0,464965.3333333333,934733.0,942275.0,-159932.6666666667,309835.0,317377.0,0.49581691732090677
17_5854,1987,1,unknown,Missing / not recorded,17_5854_19870101_1_1,31620.0,35964.0,52208.0,55478.0,4344.0,20588.0,23858.0,0.6511068943706515
17_5854,1997,1,asphalt_overlay,Asphalt Concrete Overlay,17_5854_19970531_2_1,73377.0,37379.5,92088.0,83132.0,-35997.5,18711.0,9755.0,0.25499816018643445
17_5869,1987,1,unknown,Missing / not recorded,17_5869_19870101_1_1,64865.0,72505.0,90480.0,91622.0,7640.0,25615.0,26757.0,0.39489709396438755
17_5869,1999,1,crack_sealing,Crack Sealing,17_5869_19990415_2_1,113965.0,70934.5,143646.0,150946.0,-43030.5,29681.0,36981.0,0.26043960865177906
17_5869,2003,1,patching,Partial depth patching of PCC pavements at joints,17_5869_20030601_3_1,147262.0,121226.0,174820.0,183669.0,-26036.0,27558.0,36407.0,0.18713585310534964
17_5908,1987,1,unknown,Missing / not recorded,17_5908_19870101_1_1,66291.0,67997.0,68721.0,71565.0,1706.0,2430.0,5274.0,0.036656559713988325
17_5908,1999,1,patching,Partial Depth Patching of PCC Pavement Other Than at Joint,17_5908_19990915_2_1,72399.0,65093.0,102408.0,104720.0,-7306.0,30009.0,32321.0,0.41449467534081963
17_5908,2003,1,patching,"Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",17_5908_20030601_3_1,85042.0,93724.0,56792.0,,8682.0,-28250.0,,-0.33218880082782626
17_6050,1987,1,unknown,Missing / not recorded,17_6050_19870101_1_1,14437.0,14886.0,14477.0,14886.0,449.0,40.0,449.0,0.0027706587241116574
17_7937,1987,1,unknown,Missing / not recorded,17_7937_19870101_1_1,28453.0,28453.0,28531.0,30389.0,0.0,78.0,1936.0,0.002741362949425368
17_7937,1993,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",17_7937_19930601_2_1,9493.0,15476.0,12523.666666666666,28079.0,5983.0,3030.666666666666,18586.0,0.3192527827522033
17_7937,1994,1,asphalt_overlay,"Asphalt Concrete Overlay, Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",17_7937_19940908_3_1,15476.0,12523.666666666666,28079.0,21033.0,-2952.333333333334,12603.0,5557.0,0.814357715171879
17_7937,2006,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),17_7937_20060601_4_1,32779.0,26052.5,33257.0,33416.0,-6726.5,478.0,637.0,0.014582507092955856
17_9267,1987,1,unknown,Missing / not recorded,17_9267_19870101_1_1,711333.0,760749.0,792956.0,822614.0,49416.0,81623.0,111281.0,0.11474653924392654
17_9267,1998,1,asphalt_overlay,Asphalt Concrete Overlay,17_9267_19980331_2_1,1101621.0,605341.0,1406332.0,1565963.0,-496280.0,304711.0,464342.0,0.2766023886617993
17_9267,2002,1,crack_sealing,Crack Sealing,17_9267_20020601_3_1,1541676.0,1205933.5,1561707.0,1520941.0,-335742.5,20031.0,-20735.0,0.012993002420742101
17_9327,1987,1,unknown,Missing / not recorded,17_9327_19870101_1_1,476596.0,510204.0,541917.0,567174.0,33608.0,65321.0,90578.0,0.13705738193354539
17_9327,1992,1,asphalt_overlay,"Asphalt Concrete Overlay, Full Depth Patching of PCC Pavement Other Than at Joint",17_9327_19920529_2_1,558474.0,304850.0,836732.0,637052.0,-253624.0,278258.0,78578.0,0.498247008813302
17_A310,1987,1,unknown,Missing / not recorded,17_A310_19870101_1_1,8962.0,57020.0,57176.0,57020.0,48058.0,48214.0,48058.0,5.379825931711672
17_A310,1991,1,asphalt_overlay,Asphalt Concrete Overlay,17_A310_19910731_2_1,55588.0,39002.5,66673.0,76605.0,-16585.5,11085.0,21017.0,0.19941354249118515
17_A320,1987,1,unknown,Missing / not recorded,17_A320_19870101_1_1,8962.0,57020.0,57176.0,57020.0,48058.0,48214.0,48058.0,5.379825931711672
17_A320,1990,1,seal_coat,Slurry Seal Coat,17_A320_19900817_2_1,57020.0,38226.0,54859.0,66673.0,-18794.0,-2161.0,9653.0,-0.03789898281304805
17_A330,1987,1,unknown,Missing / not recorded,17_A330_19870101_1_1,8962.0,57020.0,57176.0,57020.0,48058.0,48214.0,48058.0,5.379825931711672
17_A330,1990,1,crack_sealing,Crack Sealing,17_A330_19900817_2_1,57020.0,38226.0,54859.0,66673.0,-18794.0,-2161.0,9653.0,-0.03789898281304805
17_A330,1995,1,crack_sealing,Crack Sealing,17_A330_19950222_3_1,75034.0,77445.66666666667,98888.0,98618.0,2411.6666666666715,23854.0,23584.0,0.31790921448943144
17_A340,1987,1,unknown,Missing / not recorded,17_A340_19870101_1_1,8962.0,57020.0,57176.0,57020.0,48058.0,48214.0,48058.0,5.379825931711672
17_A350,1987,1,unknown,Missing / not recorded,17_A350_19870101_1_1,8962.0,57020.0,57176.0,57020.0,48058.0,48214.0,48058.0,5.379825931711672
