treated_node_id,control_node_id,state_code,functional_class,treated_cracking_change,control_cracking_change,treated_traffic_change,control_traffic_change,treated_esal_change,control_esal_change
12_B320,12_1030,12,2.0,-50.0,-56.0,-116.0,213.0,-29163.0,-1227.0
12_B330,12_1030,12,2.0,0.0,-56.0,-116.0,213.0,-29692.0,-1227.0
12_B350,12_1030,12,2.0,-54.0,-56.0,-116.0,213.0,-29163.0,-1227.0
29_5000,29_7054,29,1.0,-37.0,0.0,516.0,172.0,373277.0,96682.0
17_A310,17_B310,17,2.0,0.0,0.0,35.0,-57.0,8000.0,-14148.0
48_1168,48_9005,48,8.0,-5.0,-21.0,-12.0,43.0,-2016.0,9591.0
45_5034,45_3012,45,1.0,1.0,-8.0,125.0,-139.0,70509.0,-41502.0
48_1122,48_L350,48,2.0,-1.0,-1.0,44.0,-126.0,3000.0,-29284.0
48_2133,48_1130,48,6.0,-24.0,-21.0,49.0,12.0,2270.0,48.0
45_5035,45_3012,45,1.0,4.0,-8.0,319.0,-139.0,-169895.0,-41502.0
28_5006,28_3019,28,2.0,0.0,0.0,221.0,43.0,85243.0,18991.0
13_1031,13_3020,13,2.0,1.0,0.0,103.0,-26.0,54787.0,-21662.0
17_B310,17_A330,17,2.0,1.0,1.0,-9.0,89.0,-5000.0,29000.0
17_1002,17_A330,17,2.0,1.0,1.0,-9.0,89.0,-4000.0,29000.0
17_B340,17_A330,17,2.0,1.0,1.0,-9.0,89.0,-4000.0,29000.0
22_3056,22_4001,22,1.0,11.0,0.0,-59.0,114.0,2316.0,63017.0
31_3018,31_7050,31,1.0,0.0,,-67.0,521.0,28000.0,1080210.0
48_6179,48_3689,48,2.0,2.0,0.0,86.0,17.0,53753.0,-1864.0
17_5908,17_1002,17,2.0,1.0,7.0,154.0,121.0,41960.0,31477.0
39_4018,39_4031,39,11.0,-100.0,4.0,171.0,290.0,31000.0,25348.0
48_2108,48_1092,48,2.0,-3.0,-13.0,18.0,88.0,-24784.0,22667.0
5_3073,5_C410,5,11.0,0.0,,-28.0,-569.0,-19282.0,-161950.0
48_1070,48_1094,48,2.0,0.0,-8.0,290.0,25.0,82161.0,9580.0
48_5323,48_5274,48,1.0,0.0,0.0,-112.0,236.0,-89266.0,142992.0
56_B310,56_6032,56,7.0,,0.0,-5.0,53.0,-3000.0,7983.0
1_1011,1_1021,1,6.0,1.0,,13.0,117.0,4000.0,27305.0
35_1002,35_2007,35,2.0,,,35.0,60.0,368.0,5087.0
48_L330,48_1113,48,2.0,0.0,,-126.0,69.0,-29598.0,37092.0
48_L310,48_E420,48,2.0,0.0,0.0,-126.0,-8.0,-30189.0,8464.0
48_L320,48_E420,48,2.0,0.0,0.0,-126.0,-8.0,-29598.0,8464.0
48_L350,48_J320,48,2.0,-1.0,0.0,-126.0,26.0,-29284.0,10564.0
35_1003,35_2007,35,2.0,0.0,,-55.0,60.0,-757.0,5087.0
35_6033,35_1005,35,1.0,0.0,0.0,29.0,465.0,2508.0,149249.0
22_4001,22_3056,22,1.0,0.0,11.0,114.0,-59.0,63017.0,2316.0
48_1109,48_3689,48,2.0,-16.0,10.0,54.0,35.0,6555.0,7833.0
28_1802,28_2807,28,2.0,10.0,-21.0,85.0,-6.0,35859.0,-20000.0
48_1096,48_1113,48,2.0,31.0,,59.0,69.0,18160.0,37092.0
48_2176,48_5278,48,7.0,-52.0,0.0,17.0,-33.0,2524.0,-2689.0
1_6012,1_6019,1,1.0,2.0,,160.0,251.0,85805.0,52809.0
48_1068,48_J340,48,2.0,7.0,7.0,42.0,26.0,-38120.0,1000.0
48_3669,48_1130,48,6.0,-5.0,7.0,27.0,5.0,10688.0,-1714.0
48_6086,48_5274,48,1.0,0.0,0.0,108.0,151.0,22075.0,45000.0
19_3006,19_1044,19,2.0,,,100.0,54.0,75637.0,8561.0
48_1181,48_6079,48,1.0,-5.0,2.0,-196.0,411.0,-175076.0,294182.0
48_C430,48_3835,48,2.0,6.0,5.0,22.0,54.0,-413949.0,172250.0
48_C410,48_3739,48,2.0,0.0,-1.0,-116.0,-87.0,-79599.0,17000.0
48_C420,48_3739,48,2.0,0.0,-1.0,-116.0,-87.0,-79599.0,17000.0
48_5274,48_2172,48,1.0,0.0,0.0,151.0,92.0,45000.0,61836.0
48_1077,48_3719,48,2.0,7.0,1.0,-6.0,5.0,-17533.0,-8137.0
48_3729,48_1039,48,2.0,-20.0,-14.0,145.0,36.0,17000.0,160160.0
28_3089,28_3091,28,2.0,0.0,0.0,25.0,23.0,7000.0,5000.0
48_3855,48_1096,48,2.0,-17.0,4.0,-124.0,-1.0,-21312.0,-323.0
48_A310,48_J310,48,2.0,-2.0,-1.0,102.0,-25.0,18212.0,-5047.0
48_A320,48_J310,48,2.0,-1.0,-1.0,102.0,-25.0,18212.0,-5047.0
39_4031,39_4018,39,11.0,4.0,-6.0,290.0,40.0,25348.0,114000.0
56_A310,56_2017,56,6.0,,0.0,-5.0,27.0,-1730.0,9461.0
26_D351,26_C351,26,6.0,0.0,0.0,-120.0,10.0,-25039.0,1395.0
31_A310,31_A410,31,2.0,0.0,0.0,-29.0,7.0,-3110.0,-6884.0
31_A351,31_A410,31,2.0,0.0,0.0,-29.0,7.0,-4362.0,-6884.0
31_A320,31_A410,31,2.0,0.0,0.0,-29.0,7.0,-3037.0,-6884.0
31_A330,31_A410,31,2.0,0.0,0.0,-29.0,7.0,-3037.0,-6884.0
31_A350,31_A410,31,2.0,0.0,0.0,-29.0,7.0,-3661.0,-6884.0
31_A352,31_A410,31,2.0,0.0,0.0,-29.0,7.0,-4362.0,-6884.0
31_A353,31_6700,31,2.0,0.0,5.0,-29.0,23.0,-5194.0,9074.0
13_7028,13_4112,13,1.0,0.0,0.0,-548.0,-59.0,-190147.0,227088.0
1_B330,1_C330,1,2.0,-15.0,-1.0,14.0,25.0,4099.0,5515.0
40_4161,40_4163,40,2.0,0.0,3.0,-11.0,-41.0,-2720.0,-47070.0
48_1174,48_1109,48,2.0,2.0,7.0,-6.0,41.0,11439.0,6194.0
26_5363,26_9029,26,1.0,5.0,,-194.0,379.0,-677610.0,258000.0
12_C321,12_A350,12,6.0,-41.0,-30.0,-238.0,131.0,-145459.0,67078.0
12_C310,12_A350,12,6.0,-53.0,-30.0,-294.0,131.0,-183500.0,67078.0
12_C320,12_A350,12,6.0,-29.0,-30.0,-294.0,131.0,-183500.0,67078.0
12_C350,12_A351,12,6.0,-10.0,-5.0,-294.0,177.0,-183500.0,56093.0
12_A351,12_4096,12,6.0,-5.0,-1.0,177.0,-12.0,56093.0,11650.0
12_A321,12_4096,12,6.0,0.0,-1.0,177.0,-12.0,56093.0,11650.0
12_A310,12_4096,12,6.0,-1.0,-1.0,177.0,-12.0,55428.0,11650.0
12_A352,12_4096,12,6.0,-2.0,-1.0,177.0,-12.0,56093.0,11650.0
12_A320,12_1370,12,6.0,-18.0,-21.0,131.0,-18.0,66137.0,10319.0
12_A350,12_C320,12,6.0,-30.0,-29.0,131.0,-294.0,67078.0,-183500.0
26_B340,26_3069,26,2.0,-2.0,,73.0,-182.0,-6000.0,-63675.0
26_1012,26_A340,26,2.0,3.0,13.0,-37.0,143.0,4043.0,22383.0
27_D310,27_6251,27,2.0,-42.0,-29.0,97.0,42.0,19119.0,5000.0
48_1065,48_M340,48,2.0,4.0,22.0,211.0,0.0,78043.0,2642.0
20_1010,20_4052,20,2.0,12.0,0.0,315.0,37.0,21848.0,13786.0
20_B310,20_4052,20,2.0,0.0,0.0,83.0,37.0,19000.0,13786.0
20_B320,20_4052,20,2.0,0.0,0.0,83.0,37.0,19000.0,13786.0
20_B330,20_4052,20,2.0,1.0,0.0,83.0,37.0,19000.0,13786.0
20_B350,20_4052,20,2.0,0.0,0.0,83.0,37.0,19000.0,13786.0
48_M330,48_1119,48,2.0,29.0,-10.0,0.0,-2.0,2627.0,-12558.0
48_3749,48_3689,48,2.0,4.0,10.0,0.0,35.0,2656.0,7833.0
48_M340,48_L330,48,2.0,8.0,0.0,-4.0,-126.0,-10582.0,-29598.0
48_M320,48_AA02,48,2.0,0.0,0.0,-271.0,6.0,-71000.0,1585.0
48_M350,48_AA02,48,2.0,0.0,0.0,-271.0,6.0,-71000.0,1585.0
48_1050,48_3669,48,6.0,5.0,-5.0,,27.0,,10688.0
13_4119,13_7028,13,1.0,0.0,0.0,447.0,-548.0,108625.0,-190147.0
47_9025,47_6022,47,2.0,1.0,,13.0,-28.0,-5830.0,-128861.0
18_A310,18_5518,18,1.0,-12.0,0.0,-22.0,463.0,57872.0,911113.0
40_4088,40_4087,40,2.0,0.0,-16.0,-240.0,76.0,-58112.0,9102.0
28_3097,28_3099,28,1.0,0.0,0.0,68.0,246.0,27807.0,142766.0
48_N340,48_B350,48,2.0,6.0,-3.0,58.0,-170.0,19113.0,-49000.0
48_N330,48_B330,48,2.0,-2.0,0.0,-65.0,-170.0,-19431.0,-49000.0
48_1183,48_1068,48,2.0,1.0,1.0,-111.0,16.0,-104061.0,18953.0
27_D340,27_6251,27,2.0,0.0,-29.0,101.0,42.0,25585.0,5000.0
28_2807,28_1802,28,2.0,1.0,10.0,93.0,85.0,33805.0,35859.0
5_2042,5_4046,5,2.0,0.0,0.0,172.0,162.0,28253.0,122000.0
18_3003,18_3002,18,2.0,4.0,,-164.0,-53.0,9982.0,-77000.0
47_6022,47_A330,47,2.0,,0.0,-28.0,-35.0,-128861.0,-7742.0
48_1130,48_3669,48,6.0,7.0,-5.0,5.0,27.0,-1714.0,10688.0
17_5151,17_5849,17,1.0,,,56.0,748.0,33000.0,393636.0
45_3012,45_5035,45,1.0,-8.0,4.0,-139.0,45.0,-41502.0,573992.0
40_4157,40_4163,40,2.0,0.0,0.0,-15.0,-156.0,-7829.0,-121662.0
48_3010,48_1087,48,14.0,0.0,-2.0,97.0,16.0,-10034.0,1278.0
48_5024,48_E350,48,2.0,0.0,0.0,-89.0,148.0,-32383.0,-30271.0
13_3015,13_3017,13,1.0,0.0,0.0,80.0,160.0,115383.0,67018.0
13_3020,13_1031,13,2.0,-4.0,-1.0,30.0,716.0,27598.0,-6902.0
48_5301,48_7165,48,11.0,0.0,0.0,17.0,-306.0,10137.0,-75701.0
13_3017,13_3015,13,1.0,0.0,0.0,160.0,80.0,67018.0,115383.0
28_3018,28_3091,28,2.0,0.0,0.0,86.0,23.0,2494.0,5000.0
48_5278,48_2176,48,7.0,0.0,0.0,-33.0,88.0,-2689.0,13145.0
12_4000,12_1030,12,2.0,0.0,,93.0,5.0,22982.0,651.0
